Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Daily Return,MA_7,52W High,52W Low,Volatility
2025-09-11 00:00:00+05:30,3071.4996,3071.4996,3043.2212,3057.0178,2263446,0.0,0.0,-0.0047,3011.5457,3509.2241,2927.2693,0.0114
2025-09-12 00:00:00+05:30,3076.3919,3080.9908,3053.8865,3066.0198,1447167,0.0,0.0,-0.0034,3016.5639,3509.2241,2927.2693,0.011
2025-09-15 00:00:00+05:30,3066.6073,3066.6073,3029.4244,3044.9824,1732539,0.0,0.0,-0.0071,3018.8285,3509.2241,2927.2693,0.011
2025-09-16 00:00:00+05:30,3060.7361,3082.263,3042.2426,3078.0554,2573429,0.0,0.0,0.0057,3032.4435,3509.2241,2927.2693,0.0096
2025-09-17 00:00:00+05:30,3084.22,3113.9662,3074.8263,3104.5728,2418271,0.0,0.0,0.0066,3053.9425,3509.2241,2927.2693,0.0086
2025-09-18 00:00:00+05:30,3116.5105,3134.1234,3093.4179,3108.3889,2633138,0.0,0.0,-0.0026,3071.7372,3509.2241,2927.2693,0.0087
2025-09-19 00:00:00+05:30,3101.8329,3112.1071,3076.392,3101.05,4901694,0.0,0.0,-0.0003,3080.0125,3509.2241,2927.2693,0.0052
2025-09-22 00:00:00+05:30,3028.4457,3040.0897,2999.0908,3007.7017,3634901,0.0,0.0,-0.0068,3072.9673,3509.2241,2927.2693,0.0055
2025-09-23 00:00:00+05:30,3003.9835,3014.4534,2986.3706,2996.5469,3177741,0.0,0.0,-0.0025,3063.0426,3509.2241,2927.2693,0.0055
2025-09-24 00:00:00+05:30,2984.4133,2991.2628,2967.7789,2970.1272,1625714,0.0,0.0,-0.0048,3052.349,3509.2241,2927.2693,0.0051
2025-09-25 00:00:00+05:30,2957.0154,2964.4521,2887.5422,2893.8044,4974361,0.0,0.0,-0.0214,3026.0274,3509.2241,2887.5422,0.0086
2025-09-26 00:00:00+05:30,2877.7574,2891.2607,2829.1262,2836.7585,3934636,0.0,0.0,-0.0142,2987.7682,3509.2241,2829.1262,0.0076
2025-09-29 00:00:00+05:30,2853.2947,2866.3088,2831.7678,2833.8228,3110035,0.0,0.0,-0.0068,2948.5445,3509.2241,2829.1262,0.0073
2025-09-30 00:00:00+05:30,2848.4024,2852.61,2823.0595,2826.2883,2253458,0.0,0.0,-0.0078,2909.2928,3509.2241,2823.0595,0.0065
2025-10-01 00:00:00+05:30,2828.8326,2861.9058,2804.9574,2851.5337,1952902,0.0,0.0,0.008,2886.9831,3509.2241,2804.9574,0.0092
2025-10-03 00:00:00+05:30,2861.1229,2861.1229,2828.9305,2839.498,2899519,0.0,0.0,-0.0076,2864.5476,3509.2241,2804.9574,0.009
2025-10-06 00:00:00+05:30,2839.596,2929.2263,2833.3337,2924.1379,2112774,0.0,0.0,0.0298,2857.9777,3509.2241,2804.9574,0.0169
2025-10-07 00:00:00+05:30,2930.5959,2939.8916,2891.9453,2909.7539,3062943,0.0,0.0,-0.0071,2860.2562,3509.2241,2804.9574,0.0151
2025-10-08 00:00:00+05:30,2911.0263,2977.564,2904.1768,2962.1038,4121889,0.0,0.0,0.0175,2878.1626,3509.2241,2804.9574,0.0151
2025-10-09 00:00:00+05:30,2968.7575,3000.0694,2955.0586,2995.8618,3211304,0.0,0.0,0.0091,2901.3111,3509.2241,2804.9574,0.0145
2025-10-10 00:00:00+05:30,2984.4133,3003.9832,2942.24,2963.1799,8817365,0.0,0.0,-0.0071,2920.867,3509.2241,2804.9574,0.0144
2025-10-13 00:00:00+05:30,2961.908,2970.2252,2933.7272,2942.5337,2866865,0.0,0.0,-0.0065,2933.867,3509.2241,2804.9574,0.0151
2025-10-14 00:00:00+05:30,2956.037,2962.1036,2891.9455,2896.6423,3611416,0.0,0.0,-0.0201,2942.0305,3509.2241,2804.9574,0.0173
2025-10-15 00:00:00+05:30,2917.9549,2926.4995,2898.312,2916.7764,4282226,11.0,0.0,-0.0004,2940.9788,3509.2241,2804.9574,0.0123
2025-10-16 00:00:00+05:30,2916.8744,2921.8834,2890.5531,2917.6602,3251495,0.0,0.0,0.0003,2942.1083,3509.2241,2804.9574,0.0121
2025-10-17 00:00:00+05:30,2916.9726,2935.4369,2902.6331,2909.3118,4374683,0.0,0.0,-0.0026,2934.5666,3509.2241,2804.9574,0.0089
2025-10-20 00:00:00+05:30,2932.1958,2969.0263,2925.3208,2961.3655,3133039,0.0,0.0,0.0099,2929.6385,3509.2241,2804.9574,0.0092
2025-10-21 00:00:00+05:30,2976.9818,2977.6693,2942.5084,2953.0173,310644,0.0,0.0,-0.008,2928.1867,3509.2241,2804.9574,0.0092
2025-10-23 00:00:00+05:30,3000.4551,3042.6873,2981.8926,3018.3301,5564758,0.0,0.0,0.006,2939.0148,3509.2241,2804.9574,0.0098
2025-10-24 00:00:00+05:30,3025.0086,3034.8301,3003.6961,3008.5085,2684318,0.0,0.0,-0.0055,2954.9957,3509.2241,2804.9574,0.0063
2025-10-27 00:00:00+05:30,3011.7497,3038.955,3005.5621,3029.821,1946312,0.0,0.0,0.006,2971.1449,3509.2241,2804.9574,0.0067
2025-10-28 00:00:00+05:30,3021.0802,3035.0266,2985.9193,3003.3032,3470737,0.0,0.0,-0.0059,2983.3796,3509.2241,2804.9574,0.0071
2025-10-29 00:00:00+05:30,3003.3032,3021.0802,2991.7141,3003.0088,2895420,0.0,0.0,-0.0001,2996.7649,3509.2241,2804.9574,0.0071
2025-10-30 00:00:00+05:30,2994.6603,3009.0978,2978.6513,2981.1067,2241536,0.0,0.0,-0.0045,2999.5851,3509.2241,2804.9574,0.0058
2025-10-31 00:00:00+05:30,2980.812,3012.6334,2971.0889,3003.4014,1868085,0.0,0.0,0.0076,3006.7828,3509.2241,2804.9574,0.0059
2025-11-03 00:00:00+05:30,2992.4995,3003.4014,2956.2584,2962.937,2194877,0.0,0.0,-0.0099,2998.8695,3509.2241,2804.9574,0.0065
2025-11-04 00:00:00+05:30,2965.6872,2975.214,2922.8656,2936.812,2670720,0.0,0.0,-0.0097,2988.6272,3509.2241,2804.9574,0.0071
2025-11-06 00:00:00+05:30,2936.7139,2970.0085,2936.6156,2957.1423,2542721,0.0,0.0,0.007,2978.2445,3509.2241,2804.9574,0.0073
2025-11-07 00:00:00+05:30,2947.4192,2950.3657,2907.6423,2938.3835,1830520,0.0,0.0,-0.0031,2968.9702,3509.2241,2804.9574,0.0071
2025-11-10 00:00:00+05:30,2939.562,2993.4817,2938.5798,2971.187,1556656,0.0,0.0,0.0108,2964.4243,3509.2241,2804.9574,0.0086
2025-11-11 00:00:00+05:30,2990.6336,3001.1425,2964.1157,2992.5979,2806868,0.0,0.0,0.0007,2966.0659,3509.2241,2804.9574,0.0084
2025-11-12 00:00:00+05:30,3005.3657,3080.4015,3002.5176,3075.8838,4460315,0.0,0.0,0.0235,2976.4205,3509.2241,2804.9574,0.012
2025-11-13 00:00:00+05:30,3075.8839,3075.9819,3046.6159,3050.2498,1740435,0.0,0.0,-0.0083,2988.8938,3509.2241,2804.9574,0.0117
2025-11-14 00:00:00+05:30,3034.8301,3057.5178,3022.3569,3050.5444,2210794,0.0,0.0,0.0052,3005.1413,3509.2241,2804.9574,0.0103
2025-11-17 00:00:00+05:30,3050.5445,3067.732,3031.4909,3046.8123,2232853,0.0,0.0,-0.0012,3017.9512,3509.2241,2804.9574,0.0105
2025-11-18 00:00:00+05:30,3046.6158,3049.5622,3023.0443,3031.9819,2548350,0.0,0.0,-0.0048,3031.3224,3509.2241,2804.9574,0.0107
2025-11-19 00:00:00+05:30,3041.705,3098.6695,3028.4461,3091.4998,3151053,0.0,0.0,0.0164,3048.51,3509.2241,2804.9574,0.0115
2025-11-20 00:00:00+05:30,3091.7947,3108.0001,3082.0715,3088.6519,2700767,0.0,0.0,-0.001,3062.232,3509.2241,2804.9574,0.0117
2025-11-21 00:00:00+05:30,3088.6517,3113.4017,3079.223,3094.3481,4177037,0.0,0.0,0.0018,3064.8697,3509.2241,2804.9574,0.008
2025-11-24 00:00:00+05:30,3101.6161,3122.1428,3075.0981,3085.116,6703764,0.0,0.0,-0.0053,3069.8506,3509.2241,2804.9574,0.0075
2025-11-25 00:00:00+05:30,3089.1429,3093.5625,3059.3838,3063.5088,2737920,0.0,0.0,-0.0083,3071.7027,3509.2241,2804.9574,0.0081
2025-11-26 00:00:00+05:30,3063.116,3121.259,3061.3481,3106.4285,2508527,0.0,0.0,0.0141,3080.2193,3509.2241,2804.9574,0.0097
2025-11-27 00:00:00+05:30,3123.2232,3123.2232,3069.2052,3080.5981,2836233,0.0,0.0,-0.0136,3087.1644,3509.2241,2804.9574,0.0112
2025-11-28 00:00:00+05:30,3083.9373,3091.107,3069.2051,3081.4819,1616690,0.0,0.0,-0.0008,3085.7333,3509.2241,2804.9574,0.0088
2025-12-01 00:00:00+05:30,3081.8747,3097.6874,3066.4551,3077.4551,1747647,0.0,0.0,-0.0014,3084.1338,3509.2241,2804.9574,0.0088
2025-12-02 00:00:00+05:30,3075.0981,3087.866,3064.6872,3079.7141,2512003,0.0,0.0,0.0015,3082.0432,3509.2241,2804.9574,0.0088
2025-12-03 00:00:00+05:30,3083.9373,3154.5535,3082.9552,3123.2231,3952112,0.0,0.0,0.0127,3087.4871,3509.2241,2804.9574,0.0102
2025-12-04 00:00:00+05:30,3136.9732,3191.9734,3130.4909,3171.5447,5025905,0.0,0.0,0.011,3102.9208,3509.2241,2804.9574,0.01
